date,warehouse_id,warehouse_name,warehouse_region,sku,stock_on_hand,safety_stock,reorder_point,inbound_qty,outbound_qty,days_of_supply
2024-04-02,WH_001,Central Warehouse,Midwest,SKU_123,11586,5000,8000,1936,1652,7
2024-04-02,WH_002,West Warehouse,California,SKU_456,3398,2000,4000,1838,1069,3
2024-04-03,WH_001,Central Warehouse,Midwest,SKU_123,10136,5000,8000,2311,1964,5
2024-04-03,WH_002,West Warehouse,California,SKU_456,10943,2000,4000,2689,1201,9
2024-04-04,WH_001,Central Warehouse,Midwest,SKU_123,16500,5000,8000,2370,1580,10
2024-04-04,WH_002,West Warehouse,California,SKU_456,5859,2000,4000,1403,1544,3
2024-04-05,WH_001,Central Warehouse,Midwest,SKU_123,22539,5000,8000,2361,1133,19
2024-04-05,WH_002,West Warehouse,California,SKU_456,5086,2000,4000,1409,2806,1
2024-04-06,WH_001,Central Warehouse,Midwest,SKU_123,12602,5000,8000,3088,1274,9
2024-04-06,WH_002,West Warehouse,California,SKU_456,8914,2000,4000,2950,1156,7
2024-04-07,WH_001,Central Warehouse,Midwest,SKU_123,11756,5000,8000,3990,2090,5
2024-04-07,WH_002,West Warehouse,California,SKU_456,10767,2000,4000,2944,1775,6
2024-04-08,WH_001,Central Warehouse,Midwest,SKU_123,21062,5000,8000,2052,1846,11
2024-04-08,WH_002,West Warehouse,California,SKU_456,2921,2000,4000,1010,779,3
2024-04-09,WH_001,Central Warehouse,Midwest,SKU_123,18459,5000,8000,0,1258,14
2024-04-09,WH_002,West Warehouse,California,SKU_456,1,2000,4000,1002,1205,1
2024-04-10,WH_001,Central Warehouse,Midwest,SKU_123,18847,5000,8000,2475,1000,18
2024-04-10,WH_002,West Warehouse,California,SKU_456,11730,2000,4000,2021,1522,7
2024-04-11,WH_001,Central Warehouse,Midwest,SKU_123,9790,5000,8000,811,1004,9
2024-04-11,WH_002,West Warehouse,California,SKU_456,8162,2000,4000,2093,2426,3
2024-04-12,WH_001,Central Warehouse,Midwest,SKU_123,15347,5000,8000,0,1657,9
2024-04-12,WH_002,West Warehouse,California,SKU_456,2924,2000,4000,840,1012,2
2024-04-13,WH_001,Central Warehouse,Midwest,SKU_123,11678,5000,8000,349,1622,7
2024-04-13,WH_002,West Warehouse,California,SKU_456,3062,2000,4000,2428,2842,1
2024-04-14,WH_001,Central Warehouse,Midwest,SKU_123,9347,5000,8000,1658,1,9347
2024-04-14,WH_002,West Warehouse,California,SKU_456,6946,2000,4000,2771,1932,3
2024-04-15,WH_001,Central Warehouse,Midwest,SKU_123,14270,5000,8000,3067,3027,4
2024-04-15,WH_002,West Warehouse,California,SKU_456,13993,2000,4000,1372,629,22
2024-04-16,WH_001,Central Warehouse,Midwest,SKU_123,12578,5000,8000,863,1770,7
2024-04-16,WH_002,West Warehouse,California,SKU_456,3865,2000,4000,1912,2002,1
2024-04-17,WH_001,Central Warehouse,Midwest,SKU_123,13647,5000,8000,864,2204,6
2024-04-17,WH_002,West Warehouse,California,SKU_456,1423,2000,4000,1606,1475,1
2024-04-18,WH_001,Central Warehouse,Midwest,SKU_123,14055,5000,8000,2216,1866,7
2024-04-18,WH_002,West Warehouse,California,SKU_456,7876,2000,4000,1558,1255,6
2024-04-19,WH_001,Central Warehouse,Midwest,SKU_123,11859,5000,8000,2945,1112,10
2024-04-19,WH_002,West Warehouse,California,SKU_456,10963,2000,4000,2022,1187,9
2024-04-20,WH_001,Central Warehouse,Midwest,SKU_123,16164,5000,8000,1127,1882,8
2024-04-20,WH_002,West Warehouse,California,SKU_456,8744,2000,4000,1284,1817,4
2024-04-21,WH_001,Central Warehouse,Midwest,SKU_123,15913,5000,8000,3389,2079,7
2024-04-21,WH_002,West Warehouse,California,SKU_456,9719,2000,4000,646,2969,3
2024-04-22,WH_001,Central Warehouse,Midwest,SKU_123,9087,5000,8000,3139,1758,5
2024-04-22,WH_002,West Warehouse,California,SKU_456,3890,2000,4000,1850,1452,2
2024-04-23,WH_001,Central Warehouse,Midwest,SKU_123,18569,5000,8000,1144,1342,13
2024-04-23,WH_002,West Warehouse,California,SKU_456,1,2000,4000,4081,857,1
2024-04-24,WH_001,Central Warehouse,Midwest,SKU_123,15144,5000,8000,1878,1441,10
2024-04-24,WH_002,West Warehouse,California,SKU_456,10834,2000,4000,4005,1650,6
2024-04-25,WH_001,Central Warehouse,Midwest,SKU_123,16292,5000,8000,2394,2110,7
2024-04-25,WH_002,West Warehouse,California,SKU_456,6379,2000,4000,3290,2166,2
2024-04-26,WH_001,Central Warehouse,Midwest,SKU_123,17788,5000,8000,1207,1398,12
2024-04-26,WH_002,West Warehouse,California,SKU_456,8838,2000,4000,354,2456,3
2024-04-27,WH_001,Central Warehouse,Midwest,SKU_123,13957,5000,8000,2340,1153,12
2024-04-27,WH_002,West Warehouse,California,SKU_456,3355,2000,4000,1275,1631,2
2024-04-28,WH_001,Central Warehouse,Midwest,SKU_123,16357,5000,8000,2194,1708,9
2024-04-28,WH_002,West Warehouse,California,SKU_456,6820,2000,4000,2595,2389,2
2024-04-29,WH_001,Central Warehouse,Midwest,SKU_123,16466,5000,8000,2971,1676,9
2024-04-29,WH_002,West Warehouse,California,SKU_456,2738,2000,4000,746,1772,1
2024-04-30,WH_001,Central Warehouse,Midwest,SKU_123,13961,5000,8000,2527,2505,5
2024-04-30,WH_002,West Warehouse,California,SKU_456,10541,2000,4000,3510,1556,6
2024-05-01,WH_001,Central Warehouse,Midwest,SKU_123,11174,5000,8000,1930,1017,10
2024-05-01,WH_002,West Warehouse,California,SKU_456,13454,2000,4000,2948,1812,7
2024-05-02,WH_001,Central Warehouse,Midwest,SKU_123,18325,5000,8000,0,1852,9
2024-05-02,WH_002,West Warehouse,California,SKU_456,3412,2000,4000,1991,1312,2
2024-05-03,WH_001,Central Warehouse,Midwest,SKU_123,16316,5000,8000,2273,2307,7
2024-05-03,WH_002,West Warehouse,California,SKU_456,5893,2000,4000,2850,1597,3
2024-05-04,WH_001,Central Warehouse,Midwest,SKU_123,8276,5000,8000,897,1410,5
2024-05-04,WH_002,West Warehouse,California,SKU_456,11893,2000,4000,2556,799,14
2024-05-05,WH_001,Central Warehouse,Midwest,SKU_123,13508,5000,8000,4421,1566,8
2024-05-05,WH_002,West Warehouse,California,SKU_456,6854,2000,4000,2590,1958,3
2024-05-06,WH_001,Central Warehouse,Midwest,SKU_123,12403,5000,8000,2603,1302,9
2024-05-06,WH_002,West Warehouse,California,SKU_456,10517,2000,4000,2203,1789,5
2024-05-07,WH_001,Central Warehouse,Midwest,SKU_123,11342,5000,8000,1014,2067,5
2024-05-07,WH_002,West Warehouse,California,SKU_456,7722,2000,4000,2342,1316,5
2024-05-08,WH_001,Central Warehouse,Midwest,SKU_123,17145,5000,8000,1270,1418,12
2024-05-08,WH_002,West Warehouse,California,SKU_456,10750,2000,4000,3407,1185,9
2024-05-09,WH_001,Central Warehouse,Midwest,SKU_123,20858,5000,8000,2375,874,23
2024-05-09,WH_002,West Warehouse,California,SKU_456,9291,2000,4000,1540,1760,5
2024-05-10,WH_001,Central Warehouse,Midwest,SKU_123,13850,5000,8000,2089,953,14
2024-05-10,WH_002,West Warehouse,California,SKU_456,11465,2000,4000,612,834,13
2024-05-11,WH_001,Central Warehouse,Midwest,SKU_123,15285,5000,8000,3923,1288,11
2024-05-11,WH_002,West Warehouse,California,SKU_456,10453,2000,4000,3288,1988,5
2024-05-12,WH_001,Central Warehouse,Midwest,SKU_123,12910,5000,8000,690,175,73
2024-05-12,WH_002,West Warehouse,California,SKU_456,7080,2000,4000,3413,825,8
2024-05-13,WH_001,Central Warehouse,Midwest,SKU_123,16450,5000,8000,859,1563,10
2024-05-13,WH_002,West Warehouse,California,SKU_456,10477,2000,4000,1208,1602,6
2024-05-14,WH_001,Central Warehouse,Midwest,SKU_123,12547,5000,8000,2846,1641,7
2024-05-14,WH_002,West Warehouse,California,SKU_456,8197,2000,4000,3870,1897,4
2024-05-15,WH_001,Central Warehouse,Midwest,SKU_123,11583,5000,8000,1896,1454,7
2024-05-15,WH_002,West Warehouse,California,SKU_456,8281,2000,4000,5029,1722,4
2024-05-16,WH_001,Central Warehouse,Midwest,SKU_123,6874,5000,8000,1348,340,20
2024-05-16,WH_002,West Warehouse,California,SKU_456,6845,2000,4000,0,977,7
2024-05-17,WH_001,Central Warehouse,Midwest,SKU_123,8677,5000,8000,2460,1500,5
2024-05-17,WH_002,West Warehouse,California,SKU_456,9060,2000,4000,1874,663,13
2024-05-18,WH_001,Central Warehouse,Midwest,SKU_123,15797,5000,8000,4306,1745,9
2024-05-18,WH_002,West Warehouse,California,SKU_456,6509,2000,4000,286,955,6
2024-05-19,WH_001,Central Warehouse,Midwest,SKU_123,15585,5000,8000,3287,1656,9
2024-05-19,WH_002,West Warehouse,California,SKU_456,10799,2000,4000,2849,1803,5
2024-05-20,WH_001,Central Warehouse,Midwest,SKU_123,11695,5000,8000,2208,990,11
2024-05-20,WH_002,West Warehouse,California,SKU_456,8061,2000,4000,2397,2507,3
2024-05-21,WH_001,Central Warehouse,Midwest,SKU_123,9415,5000,8000,2577,2388,3
2024-05-21,WH_002,West Warehouse,California,SKU_456,10655,2000,4000,2999,1852,5
2024-05-22,WH_001,Central Warehouse,Midwest,SKU_123,18544,5000,8000,695,668,27
2024-05-22,WH_002,West Warehouse,California,SKU_456,7977,2000,4000,0,2238,3
2024-05-23,WH_001,Central Warehouse,Midwest,SKU_123,18272,5000,8000,1479,1277,14
2024-05-23,WH_002,West Warehouse,California,SKU_456,7746,2000,4000,2062,1576,4
2024-05-24,WH_001,Central Warehouse,Midwest,SKU_123,15953,5000,8000,1792,2065,7
2024-05-24,WH_002,West Warehouse,California,SKU_456,9560,2000,4000,1271,2301,4
2024-05-25,WH_001,Central Warehouse,Midwest,SKU_123,9246,5000,8000,1889,2080,4
2024-05-25,WH_002,West Warehouse,California,SKU_456,5469,2000,4000,2371,1826,2
2024-05-26,WH_001,Central Warehouse,Midwest,SKU_123,10988,5000,8000,1913,1406,7
2024-05-26,WH_002,West Warehouse,California,SKU_456,6068,2000,4000,4762,1042,5
2024-05-27,WH_001,Central Warehouse,Midwest,SKU_123,17517,5000,8000,1528,848,20
2024-05-27,WH_002,West Warehouse,California,SKU_456,8359,2000,4000,2778,2052,4
2024-05-28,WH_001,Central Warehouse,Midwest,SKU_123,19467,5000,8000,5534,1650,11
2024-05-28,WH_002,West Warehouse,California,SKU_456,5679,2000,4000,2543,1340,4
2024-05-29,WH_001,Central Warehouse,Midwest,SKU_123,17240,5000,8000,443,2921,5
2024-05-29,WH_002,West Warehouse,California,SKU_456,10996,2000,4000,0,1074,10
2024-05-30,WH_001,Central Warehouse,Midwest,SKU_123,16856,5000,8000,3411,736,22
2024-05-30,WH_002,West Warehouse,California,SKU_456,10495,2000,4000,0,1446,7
2024-05-31,WH_001,Central Warehouse,Midwest,SKU_123,17892,5000,8000,1338,595,30
2024-05-31,WH_002,West Warehouse,California,SKU_456,8511,2000,4000,1274,1877,4
2024-06-01,WH_001,Central Warehouse,Midwest,SKU_123,10901,5000,8000,1072,287,37
2024-06-01,WH_002,West Warehouse,California,SKU_456,8594,2000,4000,1806,786,10
2024-06-02,WH_001,Central Warehouse,Midwest,SKU_123,14678,5000,8000,3232,1370,10
2024-06-02,WH_002,West Warehouse,California,SKU_456,8938,2000,4000,2327,777,11
2024-06-03,WH_001,Central Warehouse,Midwest,SKU_123,21198,5000,8000,1434,1893,11
2024-06-03,WH_002,West Warehouse,California,SKU_456,10692,2000,4000,1832,1864,5
2024-06-04,WH_001,Central Warehouse,Midwest,SKU_123,14860,5000,8000,298,1300,11
2024-06-04,WH_002,West Warehouse,California,SKU_456,5856,2000,4000,1445,717,8
2024-06-05,WH_001,Central Warehouse,Midwest,SKU_123,17942,5000,8000,3922,2086,8
2024-06-05,WH_002,West Warehouse,California,SKU_456,12446,2000,4000,1586,1118,11
2024-06-06,WH_001,Central Warehouse,Midwest,SKU_123,11274,5000,8000,2772,1636,6
2024-06-06,WH_002,West Warehouse,California,SKU_456,7729,2000,4000,3554,1742,4
2024-06-07,WH_001,Central Warehouse,Midwest,SKU_123,11064,5000,8000,1182,1909,5
2024-06-07,WH_002,West Warehouse,California,SKU_456,11646,2000,4000,2662,2638,4
2024-06-08,WH_001,Central Warehouse,Midwest,SKU_123,19722,5000,8000,2529,996,19
2024-06-08,WH_002,West Warehouse,California,SKU_456,3415,2000,4000,1535,1951,1
2024-06-09,WH_001,Central Warehouse,Midwest,SKU_123,20393,5000,8000,2500,2201,9
2024-06-09,WH_002,West Warehouse,California,SKU_456,7141,2000,4000,2747,1994,3
2024-06-10,WH_001,Central Warehouse,Midwest,SKU_123,7071,5000,8000,1503,2069,3
2024-06-10,WH_002,West Warehouse,California,SKU_456,8960,2000,4000,564,41,218
2024-06-11,WH_001,Central Warehouse,Midwest,SKU_123,12719,5000,8000,1914,969,13
2024-06-11,WH_002,West Warehouse,California,SKU_456,8500,2000,4000,2607,1902,4
2024-06-12,WH_001,Central Warehouse,Midwest,SKU_123,5754,5000,8000,422,1317,4
2024-06-12,WH_002,West Warehouse,California,SKU_456,10002,2000,4000,2587,1783,5
2024-06-13,WH_001,Central Warehouse,Midwest,SKU_123,12658,5000,8000,1606,1063,11
2024-06-13,WH_002,West Warehouse,California,SKU_456,10688,2000,4000,895,2010,5
2024-06-14,WH_001,Central Warehouse,Midwest,SKU_123,14727,5000,8000,1945,1105,13
2024-06-14,WH_002,West Warehouse,California,SKU_456,3255,2000,4000,1222,1301,2
2024-06-15,WH_001,Central Warehouse,Midwest,SKU_123,5708,5000,8000,1763,2054,2
2024-06-15,WH_002,West Warehouse,California,SKU_456,9985,2000,4000,1404,1528,6
2024-06-16,WH_001,Central Warehouse,Midwest,SKU_123,12053,5000,8000,2178,2424,4
2024-06-16,WH_002,West Warehouse,California,SKU_456,11389,2000,4000,2624,1204,9
2024-06-17,WH_001,Central Warehouse,Midwest,SKU_123,16624,5000,8000,0,1348,12
2024-06-17,WH_002,West Warehouse,California,SKU_456,10042,2000,4000,2888,1901,5
2024-06-18,WH_001,Central Warehouse,Midwest,SKU_123,15031,5000,8000,1765,1822,8
2024-06-18,WH_002,West Warehouse,California,SKU_456,4664,2000,4000,986,1537,3
2024-06-19,WH_001,Central Warehouse,Midwest,SKU_123,14606,5000,8000,0,1773,8
2024-06-19,WH_002,West Warehouse,California,SKU_456,10704,2000,4000,1907,2924,3
2024-06-20,WH_001,Central Warehouse,Midwest,SKU_123,11609,5000,8000,1566,1262,9
2024-06-20,WH_002,West Warehouse,California,SKU_456,7733,2000,4000,1605,655,11
2024-06-21,WH_001,Central Warehouse,Midwest,SKU_123,12087,5000,8000,1882,2237,5
2024-06-21,WH_002,West Warehouse,California,SKU_456,15707,2000,4000,3602,1034,15
2024-06-22,WH_001,Central Warehouse,Midwest,SKU_123,11564,5000,8000,1808,2570,4
2024-06-22,WH_002,West Warehouse,California,SKU_456,7421,2000,4000,406,1199,6
2024-06-23,WH_001,Central Warehouse,Midwest,SKU_123,16649,5000,8000,2827,1379,12
2024-06-23,WH_002,West Warehouse,California,SKU_456,10391,2000,4000,0,1562,6
2024-06-24,WH_001,Central Warehouse,Midwest,SKU_123,17012,5000,8000,1000,998,17
2024-06-24,WH_002,West Warehouse,California,SKU_456,1467,2000,4000,3907,1067,1
2024-06-25,WH_001,Central Warehouse,Midwest,SKU_123,14843,5000,8000,2724,2407,6
2024-06-25,WH_002,West Warehouse,California,SKU_456,7461,2000,4000,1352,1603,4
2024-06-26,WH_001,Central Warehouse,Midwest,SKU_123,18494,5000,8000,1795,927,19
2024-06-26,WH_002,West Warehouse,California,SKU_456,2607,2000,4000,534,2018,1
2024-06-27,WH_001,Central Warehouse,Midwest,SKU_123,12877,5000,8000,1270,1070,12
2024-06-27,WH_002,West Warehouse,California,SKU_456,8297,2000,4000,1712,1336,6
2024-06-28,WH_001,Central Warehouse,Midwest,SKU_123,18722,5000,8000,3845,533,35
2024-06-28,WH_002,West Warehouse,California,SKU_456,9146,2000,4000,1067,1351,6
2024-06-29,WH_001,Central Warehouse,Midwest,SKU_123,15082,5000,8000,1744,1638,9
2024-06-29,WH_002,West Warehouse,California,SKU_456,10355,2000,4000,2353,1111,9
2024-06-30,WH_001,Central Warehouse,Midwest,SKU_123,11797,5000,8000,272,987,11
2024-06-30,WH_002,West Warehouse,California,SKU_456,14867,2000,4000,1049,783,18
2024-07-01,WH_001,Central Warehouse,Midwest,SKU_123,15119,5000,8000,1867,1382,10
2024-07-01,WH_002,West Warehouse,California,SKU_456,12931,2000,4000,2658,1182,10
2024-07-02,WH_001,Central Warehouse,Midwest,SKU_123,12514,5000,8000,1396,2024,6
2024-07-02,WH_002,West Warehouse,California,SKU_456,6921,2000,4000,0,1471,4
2024-07-03,WH_001,Central Warehouse,Midwest,SKU_123,8620,5000,8000,4621,920,9
2024-07-03,WH_002,West Warehouse,California,SKU_456,7433,2000,4000,2309,1326,5
2024-07-04,WH_001,Central Warehouse,Midwest,SKU_123,12984,5000,8000,2506,2415,5
2024-07-04,WH_002,West Warehouse,California,SKU_456,10686,2000,4000,3774,872,12
2024-07-05,WH_001,Central Warehouse,Midwest,SKU_123,15110,5000,8000,2186,1710,8
2024-07-05,WH_002,West Warehouse,California,SKU_456,12816,2000,4000,1735,1256,10
2024-07-06,WH_001,Central Warehouse,Midwest,SKU_123,15868,5000,8000,0,1357,11
2024-07-06,WH_002,West Warehouse,California,SKU_456,7530,2000,4000,895,2134,3
2024-07-07,WH_001,Central Warehouse,Midwest,SKU_123,10282,5000,8000,1836,1675,6
2024-07-07,WH_002,West Warehouse,California,SKU_456,12737,2000,4000,1987,2061,6
2024-07-08,WH_001,Central Warehouse,Midwest,SKU_123,16452,5000,8000,2148,846,19
2024-07-08,WH_002,West Warehouse,California,SKU_456,2978,2000,4000,2127,1174,2
2024-07-09,WH_001,Central Warehouse,Midwest,SKU_123,17217,5000,8000,2895,1389,12
2024-07-09,WH_002,West Warehouse,California,SKU_456,3948,2000,4000,2612,889,4
2024-07-10,WH_001,Central Warehouse,Midwest,SKU_123,11345,5000,8000,824,1416,8
2024-07-10,WH_002,West Warehouse,California,SKU_456,12095,2000,4000,1993,1234,9
2024-07-11,WH_001,Central Warehouse,Midwest,SKU_123,8660,5000,8000,2662,1031,8
2024-07-11,WH_002,West Warehouse,California,SKU_456,8411,2000,4000,1574,2002,4
2024-07-12,WH_001,Central Warehouse,Midwest,SKU_123,13449,5000,8000,1929,1791,7
2024-07-12,WH_002,West Warehouse,California,SKU_456,15374,2000,4000,3066,1446,10
2024-07-13,WH_001,Central Warehouse,Midwest,SKU_123,14011,5000,8000,1370,930,15
2024-07-13,WH_002,West Warehouse,California,SKU_456,6065,2000,4000,1073,1892,3
2024-07-14,WH_001,Central Warehouse,Midwest,SKU_123,10250,5000,8000,3599,1951,5
2024-07-14,WH_002,West Warehouse,California,SKU_456,8071,2000,4000,2000,1165,6
2024-07-15,WH_001,Central Warehouse,Midwest,SKU_123,14945,5000,8000,3305,1078,13
2024-07-15,WH_002,West Warehouse,California,SKU_456,2633,2000,4000,2843,1694,1
2024-07-16,WH_001,Central Warehouse,Midwest,SKU_123,10079,5000,8000,1119,984,10
2024-07-16,WH_002,West Warehouse,California,SKU_456,5464,2000,4000,1611,1340,4
2024-07-17,WH_001,Central Warehouse,Midwest,SKU_123,11722,5000,8000,1090,1362,8
2024-07-17,WH_002,West Warehouse,California,SKU_456,8586,2000,4000,1620,2195,3
2024-07-18,WH_001,Central Warehouse,Midwest,SKU_123,15778,5000,8000,90,1814,8
2024-07-18,WH_002,West Warehouse,California,SKU_456,10119,2000,4000,1478,602,16
2024-07-19,WH_001,Central Warehouse,Midwest,SKU_123,14028,5000,8000,1990,827,16
2024-07-19,WH_002,West Warehouse,California,SKU_456,2920,2000,4000,1894,1360,2
2024-07-20,WH_001,Central Warehouse,Midwest,SKU_123,12539,5000,8000,1899,838,14
2024-07-20,WH_002,West Warehouse,California,SKU_456,6478,2000,4000,2639,1290,5
2024-07-21,WH_001,Central Warehouse,Midwest,SKU_123,8148,5000,8000,1432,857,9
2024-07-21,WH_002,West Warehouse,California,SKU_456,8934,2000,4000,2382,504,17
2024-07-22,WH_001,Central Warehouse,Midwest,SKU_123,16656,5000,8000,665,2435,6
2024-07-22,WH_002,West Warehouse,California,SKU_456,7829,2000,4000,504,814,9
2024-07-23,WH_001,Central Warehouse,Midwest,SKU_123,15218,5000,8000,1530,1442,10
2024-07-23,WH_002,West Warehouse,California,SKU_456,13644,2000,4000,1160,1535,8
2024-07-24,WH_001,Central Warehouse,Midwest,SKU_123,18969,5000,8000,2324,536,35
2024-07-24,WH_002,West Warehouse,California,SKU_456,9768,2000,4000,604,2344,4
2024-07-25,WH_001,Central Warehouse,Midwest,SKU_123,11119,5000,8000,5563,2380,4
2024-07-25,WH_002,West Warehouse,California,SKU_456,5211,2000,4000,2024,1952,2
2024-07-26,WH_001,Central Warehouse,Midwest,SKU_123,16742,5000,8000,2530,2251,7
2024-07-26,WH_002,West Warehouse,California,SKU_456,7569,2000,4000,1559,1291,5
2024-07-27,WH_001,Central Warehouse,Midwest,SKU_123,17004,5000,8000,2438,1674,10
2024-07-27,WH_002,West Warehouse,California,SKU_456,10783,2000,4000,0,1686,6
2024-07-28,WH_001,Central Warehouse,Midwest,SKU_123,14764,5000,8000,4002,582,25
2024-07-28,WH_002,West Warehouse,California,SKU_456,13450,2000,4000,2090,1793,7
2024-07-29,WH_001,Central Warehouse,Midwest,SKU_123,19865,5000,8000,2672,1740,11
2024-07-29,WH_002,West Warehouse,California,SKU_456,8848,2000,4000,1419,1482,5
2024-07-30,WH_001,Central Warehouse,Midwest,SKU_123,11495,5000,8000,1946,98,117
2024-07-30,WH_002,West Warehouse,California,SKU_456,9501,2000,4000,1853,1298,7
2024-07-31,WH_001,Central Warehouse,Midwest,SKU_123,14769,5000,8000,279,2657,5
2024-07-31,WH_002,West Warehouse,California,SKU_456,7640,2000,4000,1824,920,8
2024-08-01,WH_001,Central Warehouse,Midwest,SKU_123,14083,5000,8000,3664,2121,6
2024-08-01,WH_002,West Warehouse,California,SKU_456,10990,2000,4000,2655,1284,8
2024-08-02,WH_001,Central Warehouse,Midwest,SKU_123,8924,5000,8000,1758,1358,6
2024-08-02,WH_002,West Warehouse,California,SKU_456,11670,2000,4000,2371,2467,4
2024-08-03,WH_001,Central Warehouse,Midwest,SKU_123,18191,5000,8000,1452,422,43
2024-08-03,WH_002,West Warehouse,California,SKU_456,12849,2000,4000,3631,680,18
2024-08-04,WH_001,Central Warehouse,Midwest,SKU_123,19282,5000,8000,2458,1596,12
2024-08-04,WH_002,West Warehouse,California,SKU_456,13651,2000,4000,3613,1890,7
2024-08-05,WH_001,Central Warehouse,Midwest,SKU_123,15656,5000,8000,2739,1259,12
2024-08-05,WH_002,West Warehouse,California,SKU_456,7807,2000,4000,917,1300,6
2024-08-06,WH_001,Central Warehouse,Midwest,SKU_123,12716,5000,8000,1237,1582,8
2024-08-06,WH_002,West Warehouse,California,SKU_456,6866,2000,4000,2602,526,13
2024-08-07,WH_001,Central Warehouse,Midwest,SKU_123,13603,5000,8000,2157,1313,10
2024-08-07,WH_002,West Warehouse,California,SKU_456,7396,2000,4000,97,1713,4
2024-08-08,WH_001,Central Warehouse,Midwest,SKU_123,16266,5000,8000,2592,2123,7
2024-08-08,WH_002,West Warehouse,California,SKU_456,8705,2000,4000,2574,1593,5
2024-08-09,WH_001,Central Warehouse,Midwest,SKU_123,16406,5000,8000,107,963,17
2024-08-09,WH_002,West Warehouse,California,SKU_456,13554,2000,4000,0,1415,9
2024-08-10,WH_001,Central Warehouse,Midwest,SKU_123,18102,5000,8000,1888,1256,14
2024-08-10,WH_002,West Warehouse,California,SKU_456,8452,2000,4000,1576,1518,5
2024-08-11,WH_001,Central Warehouse,Midwest,SKU_123,11608,5000,8000,3330,2353,4
2024-08-11,WH_002,West Warehouse,California,SKU_456,7533,2000,4000,336,1185,6
2024-08-12,WH_001,Central Warehouse,Midwest,SKU_123,13356,5000,8000,2606,895,14
2024-08-12,WH_002,West Warehouse,California,SKU_456,5307,2000,4000,2612,2063,2
2024-08-13,WH_001,Central Warehouse,Midwest,SKU_123,11824,5000,8000,400,3470,3
2024-08-13,WH_002,West Warehouse,California,SKU_456,10741,2000,4000,1679,2021,5
2024-08-14,WH_001,Central Warehouse,Midwest,SKU_123,13564,5000,8000,3040,1595,8
2024-08-14,WH_002,West Warehouse,California,SKU_456,8319,2000,4000,1863,631,13
2024-08-15,WH_001,Central Warehouse,Midwest,SKU_123,20783,5000,8000,870,683,30
2024-08-15,WH_002,West Warehouse,California,SKU_456,7254,2000,4000,846,1468,4
2024-08-16,WH_001,Central Warehouse,Midwest,SKU_123,16407,5000,8000,3194,1988,8
2024-08-16,WH_002,West Warehouse,California,SKU_456,6930,2000,4000,2059,1744,3
2024-08-17,WH_001,Central Warehouse,Midwest,SKU_123,7847,5000,8000,2684,625,12
2024-08-17,WH_002,West Warehouse,California,SKU_456,15141,2000,4000,1514,1389,10
2024-08-18,WH_001,Central Warehouse,Midwest,SKU_123,11306,5000,8000,1244,2864,3
2024-08-18,WH_002,West Warehouse,California,SKU_456,11291,2000,4000,140,2402,4
2024-08-19,WH_001,Central Warehouse,Midwest,SKU_123,18176,5000,8000,1662,1684,10
2024-08-19,WH_002,West Warehouse,California,SKU_456,7947,2000,4000,4367,1022,7
2024-08-20,WH_001,Central Warehouse,Midwest,SKU_123,14511,5000,8000,1486,640,22
2024-08-20,WH_002,West Warehouse,California,SKU_456,15670,2000,4000,582,1632,9
2024-08-21,WH_001,Central Warehouse,Midwest,SKU_123,7907,5000,8000,1521,1753,4
2024-08-21,WH_002,West Warehouse,California,SKU_456,5113,2000,4000,2704,1338,3
2024-08-22,WH_001,Central Warehouse,Midwest,SKU_123,18060,5000,8000,3634,1147,15
2024-08-22,WH_002,West Warehouse,California,SKU_456,8268,2000,4000,2220,1871,4
2024-08-23,WH_001,Central Warehouse,Midwest,SKU_123,14050,5000,8000,2228,1353,10
2024-08-23,WH_002,West Warehouse,California,SKU_456,8403,2000,4000,3557,1887,4
2024-08-24,WH_001,Central Warehouse,Midwest,SKU_123,16454,5000,8000,2867,1407,11
2024-08-24,WH_002,West Warehouse,California,SKU_456,9115,2000,4000,697,2261,4
2024-08-25,WH_001,Central Warehouse,Midwest,SKU_123,4259,5000,8000,1895,2184,1
2024-08-25,WH_002,West Warehouse,California,SKU_456,3226,2000,4000,2479,1091,2
2024-08-26,WH_001,Central Warehouse,Midwest,SKU_123,12709,5000,8000,3135,1618,7
2024-08-26,WH_002,West Warehouse,California,SKU_456,879,2000,4000,828,2085,1
2024-08-27,WH_001,Central Warehouse,Midwest,SKU_123,15571,5000,8000,4097,2509,6
2024-08-27,WH_002,West Warehouse,California,SKU_456,6802,2000,4000,5003,1514,4
2024-08-28,WH_001,Central Warehouse,Midwest,SKU_123,10630,5000,8000,1239,145,73
2024-08-28,WH_002,West Warehouse,California,SKU_456,13624,2000,4000,3913,890,15
2024-08-29,WH_001,Central Warehouse,Midwest,SKU_123,13202,5000,8000,2114,923,14
2024-08-29,WH_002,West Warehouse,California,SKU_456,1857,2000,4000,1747,1307,1
2024-08-30,WH_001,Central Warehouse,Midwest,SKU_123,12640,5000,8000,2267,2357,5
2024-08-30,WH_002,West Warehouse,California,SKU_456,6939,2000,4000,2204,1936,3
2024-08-31,WH_001,Central Warehouse,Midwest,SKU_123,15939,5000,8000,1262,1557,10
2024-08-31,WH_002,West Warehouse,California,SKU_456,9916,2000,4000,645,2258,4
2024-09-01,WH_001,Central Warehouse,Midwest,SKU_123,19010,5000,8000,1132,1616,11
