date,plant_id,plant_name,plant_region,sku,units_produced,production_capacity,capacity_utilization,downtime_hours,cycle_time_hours,defect_rate
2024-02-15,PLANT_B,South Plant,Mexico,SKU_456,1326,1500,0.88,2.12,3.08,0.05
2024-02-16,PLANT_A,North Plant,USA,SKU_123,1248,1000,1.25,3.59,2.27,0.08
2024-02-16,PLANT_B,South Plant,Mexico,SKU_456,1568,1500,1.05,3.63,1.86,0.05
2024-02-17,PLANT_A,North Plant,USA,SKU_123,1168,1000,1.17,3.14,1.88,0.06
2024-02-17,PLANT_B,South Plant,Mexico,SKU_456,1116,1500,0.74,2.65,1.74,0.02
2024-02-18,PLANT_A,North Plant,USA,SKU_123,785,1000,0.79,2.39,2.47,0.04
2024-02-18,PLANT_B,South Plant,Mexico,SKU_456,1483,1500,0.99,5.03,1.71,0.05
2024-02-19,PLANT_A,North Plant,USA,SKU_123,715,1000,0.71,3.4,3.24,0.05
2024-02-19,PLANT_B,South Plant,Mexico,SKU_456,1561,1500,1.04,0.29,1.61,0.01
2024-02-20,PLANT_A,North Plant,USA,SKU_123,1102,1000,1.1,0.27,3.39,0.07
2024-02-20,PLANT_B,South Plant,Mexico,SKU_456,1346,1500,0.9,0.46,1.76,0.02
2024-02-21,PLANT_A,North Plant,USA,SKU_123,653,1000,0.65,2.15,3.48,0.06
2024-02-21,PLANT_B,South Plant,Mexico,SKU_456,1664,1500,1.11,0.86,2.2,0.05
2024-02-22,PLANT_A,North Plant,USA,SKU_123,566,1000,0.57,2.94,2.27,0.01
2024-02-22,PLANT_B,South Plant,Mexico,SKU_456,1712,1500,1.14,1.06,1.61,0.08
2024-02-23,PLANT_A,North Plant,USA,SKU_123,890,1000,0.89,2.36,1.9,0.02
2024-02-23,PLANT_B,South Plant,Mexico,SKU_456,1411,1500,0.94,4.79,2.82,0.05
2024-02-24,PLANT_A,North Plant,USA,SKU_123,892,1000,0.89,4.69,3.48,0.03
2024-02-24,PLANT_B,South Plant,Mexico,SKU_456,1492,1500,0.99,4.98,1.87,0.04
2024-02-25,PLANT_A,North Plant,USA,SKU_123,928,1000,0.93,4.39,2.28,0.05
2024-02-25,PLANT_B,South Plant,Mexico,SKU_456,1779,1500,1.19,4.82,3.22,0.01
2024-02-26,PLANT_A,North Plant,USA,SKU_123,969,1000,0.97,3.29,2.25,0.05
2024-02-26,PLANT_B,South Plant,Mexico,SKU_456,1521,1500,1.01,0.81,2.82,0.04
2024-02-27,PLANT_A,North Plant,USA,SKU_123,1014,1000,1.01,2.9,2.28,0.04
2024-02-27,PLANT_B,South Plant,Mexico,SKU_456,1359,1500,0.91,3.45,1.74,0.04
2024-02-28,PLANT_A,North Plant,USA,SKU_123,832,1000,0.83,4.45,1.45,0.03
2024-02-28,PLANT_B,South Plant,Mexico,SKU_456,1540,1500,1.03,3.38,1.95,0.06
2024-02-29,PLANT_A,North Plant,USA,SKU_123,1078,1000,1.08,3.66,2.43,0.02
2024-02-29,PLANT_B,South Plant,Mexico,SKU_456,1374,1500,0.92,2.51,2.66,0.05
2024-03-01,PLANT_A,North Plant,USA,SKU_123,849,1000,0.85,1.71,2.94,0.01
2024-03-01,PLANT_B,South Plant,Mexico,SKU_456,1472,1500,0.98,5.65,1.77,0.04
2024-03-02,PLANT_A,North Plant,USA,SKU_123,802,1000,0.8,2.44,2.49,0.07
2024-03-02,PLANT_B,South Plant,Mexico,SKU_456,1529,1500,1.02,0.14,3.21,0.05
2024-03-03,PLANT_A,North Plant,USA,SKU_123,1250,1000,1.25,2.58,2.97,0.07
2024-03-03,PLANT_B,South Plant,Mexico,SKU_456,1547,1500,1.03,1.08,1.96,0.02
2024-03-04,PLANT_A,North Plant,USA,SKU_123,912,1000,0.91,3.53,2.3,0.05
2024-03-04,PLANT_B,South Plant,Mexico,SKU_456,829,1500,0.55,0.53,1.76,0.05
2024-03-05,PLANT_A,North Plant,USA,SKU_123,763,1000,0.76,4.87,1.43,0.06
2024-03-05,PLANT_B,South Plant,Mexico,SKU_456,1312,1500,0.87,4.79,3.36,0.01
2024-03-06,PLANT_A,North Plant,USA,SKU_123,837,1000,0.84,3.39,2.79,0.06
2024-03-06,PLANT_B,South Plant,Mexico,SKU_456,1769,1500,1.18,5.98,2.91,0.03
2024-03-07,PLANT_A,North Plant,USA,SKU_123,1066,1000,1.07,1.32,1.69,0.07
2024-03-07,PLANT_B,South Plant,Mexico,SKU_456,1554,1500,1.04,4.05,1.9,0.06
2024-03-08,PLANT_A,North Plant,USA,SKU_123,903,1000,0.9,1.26,3.45,0.06
2024-03-08,PLANT_B,South Plant,Mexico,SKU_456,1446,1500,0.96,1.82,3.04,0.06
2024-03-09,PLANT_A,North Plant,USA,SKU_123,988,1000,0.99,0.78,2.81,0.06
2024-03-09,PLANT_B,South Plant,Mexico,SKU_456,1550,1500,1.03,1.24,2.46,0.03
2024-03-10,PLANT_A,North Plant,USA,SKU_123,1154,1000,1.15,1.39,2.25,0.03
2024-03-10,PLANT_B,South Plant,Mexico,SKU_456,1366,1500,0.91,4.7,3.31,0.04
2024-03-11,PLANT_A,North Plant,USA,SKU_123,819,1000,0.82,0.37,2.42,0.02
2024-03-11,PLANT_B,South Plant,Mexico,SKU_456,1136,1500,0.76,1.9,3.1,0.07
2024-03-12,PLANT_A,North Plant,USA,SKU_123,932,1000,0.93,4.14,3.38,0.06
2024-03-12,PLANT_B,South Plant,Mexico,SKU_456,1550,1500,1.03,3.0,2.76,0.05
2024-03-13,PLANT_A,North Plant,USA,SKU_123,968,1000,0.97,5.17,1.69,0.08
2024-03-13,PLANT_B,South Plant,Mexico,SKU_456,1426,1500,0.95,3.97,2.98,0.07
2024-03-14,PLANT_A,North Plant,USA,SKU_123,1198,1000,1.2,0.79,2.88,0.06
2024-03-14,PLANT_B,South Plant,Mexico,SKU_456,1448,1500,0.97,1.51,3.23,0.02
2024-03-15,PLANT_A,North Plant,USA,SKU_123,675,1000,0.68,5.09,2.21,0.02
2024-03-15,PLANT_B,South Plant,Mexico,SKU_456,1866,1500,1.24,3.29,1.8,0.06
2024-03-16,PLANT_A,North Plant,USA,SKU_123,896,1000,0.9,4.97,3.14,0.06
2024-03-16,PLANT_B,South Plant,Mexico,SKU_456,1550,1500,1.03,5.03,2.81,0.06
2024-03-17,PLANT_A,North Plant,USA,SKU_123,1043,1000,1.04,0.68,2.26,0.07
2024-03-17,PLANT_B,South Plant,Mexico,SKU_456,1122,1500,0.75,5.77,2.83,0.05
2024-03-18,PLANT_A,North Plant,USA,SKU_123,969,1000,0.97,2.36,1.69,0.01
2024-03-18,PLANT_B,South Plant,Mexico,SKU_456,1412,1500,0.94,5.85,2.18,0.04
2024-03-19,PLANT_A,North Plant,USA,SKU_123,673,1000,0.67,5.28,2.46,0.05
2024-03-19,PLANT_B,South Plant,Mexico,SKU_456,1388,1500,0.93,5.9,1.92,0.02
2024-03-20,PLANT_A,North Plant,USA,SKU_123,813,1000,0.81,2.53,3.05,0.02
2024-03-20,PLANT_B,South Plant,Mexico,SKU_456,1859,1500,1.24,3.89,2.28,0.04
2024-03-21,PLANT_A,North Plant,USA,SKU_123,860,1000,0.86,1.93,2.65,0.08
2024-03-21,PLANT_B,South Plant,Mexico,SKU_456,1698,1500,1.13,5.52,2.12,0.01
2024-03-22,PLANT_A,North Plant,USA,SKU_123,680,1000,0.68,0.0,3.32,0.07
2024-03-22,PLANT_B,South Plant,Mexico,SKU_456,1450,1500,0.97,1.01,1.65,0.01
2024-03-23,PLANT_A,North Plant,USA,SKU_123,985,1000,0.98,0.71,2.48,0.03
2024-03-23,PLANT_B,South Plant,Mexico,SKU_456,1588,1500,1.06,3.73,2.91,0.02
2024-03-24,PLANT_A,North Plant,USA,SKU_123,687,1000,0.69,4.81,2.12,0.04
2024-03-24,PLANT_B,South Plant,Mexico,SKU_456,1445,1500,0.96,3.05,3.21,0.07
2024-03-25,PLANT_A,North Plant,USA,SKU_123,674,1000,0.67,5.93,2.41,0.08
2024-03-25,PLANT_B,South Plant,Mexico,SKU_456,1680,1500,1.12,1.49,2.53,0.08
2024-03-26,PLANT_A,North Plant,USA,SKU_123,1134,1000,1.13,2.07,1.41,0.04
2024-03-26,PLANT_B,South Plant,Mexico,SKU_456,1207,1500,0.8,4.91,2.11,0.07
2024-03-27,PLANT_A,North Plant,USA,SKU_123,572,1000,0.57,1.4,1.54,0.02
2024-03-27,PLANT_B,South Plant,Mexico,SKU_456,1405,1500,0.94,1.75,2.28,0.04
2024-03-28,PLANT_A,North Plant,USA,SKU_123,1098,1000,1.1,1.98,1.62,0.08
2024-03-28,PLANT_B,South Plant,Mexico,SKU_456,1159,1500,0.77,1.79,2.03,0.03
2024-03-29,PLANT_A,North Plant,USA,SKU_123,803,1000,0.8,3.81,1.66,0.01
2024-03-29,PLANT_B,South Plant,Mexico,SKU_456,1684,1500,1.12,1.14,3.12,0.05
2024-03-30,PLANT_A,North Plant,USA,SKU_123,675,1000,0.68,5.12,1.43,0.05
2024-03-30,PLANT_B,South Plant,Mexico,SKU_456,1526,1500,1.02,5.61,3.31,0.07
2024-03-31,PLANT_A,North Plant,USA,SKU_123,1023,1000,1.02,1.73,2.19,0.04
2024-03-31,PLANT_B,South Plant,Mexico,SKU_456,1393,1500,0.93,0.96,2.85,0.02
2024-04-01,PLANT_A,North Plant,USA,SKU_123,1173,1000,1.17,4.44,2.76,0.02
2024-04-01,PLANT_B,South Plant,Mexico,SKU_456,1501,1500,1.0,0.52,2.19,0.04
2024-04-02,PLANT_A,North Plant,USA,SKU_123,683,1000,0.68,0.26,1.78,0.04
2024-04-02,PLANT_B,South Plant,Mexico,SKU_456,1699,1500,1.13,0.85,3.0,0.02
2024-04-03,PLANT_A,North Plant,USA,SKU_123,1257,1000,1.26,2.06,2.72,0.02
2024-04-03,PLANT_B,South Plant,Mexico,SKU_456,1207,1500,0.8,5.63,3.33,0.07
2024-04-04,PLANT_A,North Plant,USA,SKU_123,850,1000,0.85,3.81,2.15,0.02
2024-04-04,PLANT_B,South Plant,Mexico,SKU_456,1367,1500,0.91,4.89,2.2,0.02
2024-04-05,PLANT_A,North Plant,USA,SKU_123,756,1000,0.76,3.86,2.66,0.06
2024-04-05,PLANT_B,South Plant,Mexico,SKU_456,1377,1500,0.92,4.94,1.83,0.04
2024-04-06,PLANT_A,North Plant,USA,SKU_123,1060,1000,1.06,4.1,1.45,0.06
2024-04-06,PLANT_B,South Plant,Mexico,SKU_456,1596,1500,1.06,0.33,2.68,0.03
2024-04-07,PLANT_A,North Plant,USA,SKU_123,935,1000,0.94,5.46,1.41,0.04
2024-04-07,PLANT_B,South Plant,Mexico,SKU_456,1243,1500,0.83,1.85,3.34,0.02
2024-04-08,PLANT_A,North Plant,USA,SKU_123,1179,1000,1.18,3.28,3.26,0.05
2024-04-08,PLANT_B,South Plant,Mexico,SKU_456,1403,1500,0.94,1.17,1.75,0.07
2024-04-09,PLANT_A,North Plant,USA,SKU_123,1159,1000,1.16,2.03,3.4,0.06
2024-04-09,PLANT_B,South Plant,Mexico,SKU_456,1421,1500,0.95,5.29,1.5,0.03
2024-04-10,PLANT_A,North Plant,USA,SKU_123,1089,1000,1.09,5.52,2.29,0.03
2024-04-10,PLANT_B,South Plant,Mexico,SKU_456,1550,1500,1.03,2.67,2.43,0.03
2024-04-11,PLANT_A,North Plant,USA,SKU_123,1281,1000,1.28,4.87,2.12,0.04
2024-04-11,PLANT_B,South Plant,Mexico,SKU_456,1697,1500,1.13,2.18,3.07,0.08
2024-04-12,PLANT_A,North Plant,USA,SKU_123,1094,1000,1.09,5.07,2.23,0.01
2024-04-12,PLANT_B,South Plant,Mexico,SKU_456,1574,1500,1.05,4.04,2.35,0.06
2024-04-13,PLANT_A,North Plant,USA,SKU_123,863,1000,0.86,4.5,2.55,0.02
2024-04-13,PLANT_B,South Plant,Mexico,SKU_456,1333,1500,0.89,4.49,2.41,0.03
2024-04-14,PLANT_A,North Plant,USA,SKU_123,993,1000,0.99,5.39,2.5,0.06
2024-04-14,PLANT_B,South Plant,Mexico,SKU_456,964,1500,0.64,2.68,1.66,0.02
2024-04-15,PLANT_A,North Plant,USA,SKU_123,790,1000,0.79,5.03,2.56,0.02
2024-04-15,PLANT_B,South Plant,Mexico,SKU_456,1357,1500,0.9,3.6,2.94,0.06
2024-04-16,PLANT_A,North Plant,USA,SKU_123,876,1000,0.88,3.89,1.54,0.07
2024-04-16,PLANT_B,South Plant,Mexico,SKU_456,1378,1500,0.92,1.97,3.11,0.05
2024-04-17,PLANT_A,North Plant,USA,SKU_123,1139,1000,1.14,2.04,3.23,0.02
2024-04-17,PLANT_B,South Plant,Mexico,SKU_456,1489,1500,0.99,5.09,1.78,0.04
2024-04-18,PLANT_A,North Plant,USA,SKU_123,887,1000,0.89,3.81,1.81,0.02
2024-04-18,PLANT_B,South Plant,Mexico,SKU_456,1270,1500,0.85,1.93,2.58,0.07
2024-04-19,PLANT_A,North Plant,USA,SKU_123,1070,1000,1.07,4.32,3.35,0.05
2024-04-19,PLANT_B,South Plant,Mexico,SKU_456,1264,1500,0.84,0.32,2.92,0.02
2024-04-20,PLANT_A,North Plant,USA,SKU_123,1298,1000,1.3,3.6,1.75,0.04
2024-04-20,PLANT_B,South Plant,Mexico,SKU_456,1650,1500,1.1,5.82,2.93,0.07
2024-04-21,PLANT_A,North Plant,USA,SKU_123,847,1000,0.85,4.0,2.71,0.05
2024-04-21,PLANT_B,South Plant,Mexico,SKU_456,1545,1500,1.03,3.17,2.1,0.05
2024-04-22,PLANT_A,North Plant,USA,SKU_123,787,1000,0.79,0.51,2.32,0.06
2024-04-22,PLANT_B,South Plant,Mexico,SKU_456,1560,1500,1.04,1.66,2.57,0.03
2024-04-23,PLANT_A,North Plant,USA,SKU_123,1100,1000,1.1,1.97,2.95,0.01
2024-04-23,PLANT_B,South Plant,Mexico,SKU_456,1598,1500,1.07,2.02,3.33,0.01
2024-04-24,PLANT_A,North Plant,USA,SKU_123,987,1000,0.99,0.51,3.44,0.05
2024-04-24,PLANT_B,South Plant,Mexico,SKU_456,1704,1500,1.14,1.42,2.42,0.04
2024-04-25,PLANT_A,North Plant,USA,SKU_123,614,1000,0.61,3.03,3.01,0.01
2024-04-25,PLANT_B,South Plant,Mexico,SKU_456,1426,1500,0.95,0.72,1.48,0.01
2024-04-26,PLANT_A,North Plant,USA,SKU_123,1241,1000,1.24,1.57,2.29,0.01
2024-04-26,PLANT_B,South Plant,Mexico,SKU_456,1474,1500,0.98,3.47,2.6,0.03
2024-04-27,PLANT_A,North Plant,USA,SKU_123,966,1000,0.97,0.6,3.01,0.08
2024-04-27,PLANT_B,South Plant,Mexico,SKU_456,1552,1500,1.03,5.19,2.66,0.06
2024-04-28,PLANT_A,North Plant,USA,SKU_123,762,1000,0.76,2.89,2.99,0.03
2024-04-28,PLANT_B,South Plant,Mexico,SKU_456,1757,1500,1.17,5.55,1.52,0.04
2024-04-29,PLANT_A,North Plant,USA,SKU_123,1211,1000,1.21,1.5,2.12,0.07
2024-04-29,PLANT_B,South Plant,Mexico,SKU_456,1764,1500,1.18,3.09,1.61,0.01
2024-04-30,PLANT_A,North Plant,USA,SKU_123,1264,1000,1.26,0.48,2.83,0.08
2024-04-30,PLANT_B,South Plant,Mexico,SKU_456,1304,1500,0.87,0.76,2.62,0.06
2024-05-01,PLANT_A,North Plant,USA,SKU_123,1039,1000,1.04,5.4,2.71,0.02
2024-05-01,PLANT_B,South Plant,Mexico,SKU_456,1600,1500,1.07,1.21,3.31,0.06
2024-05-02,PLANT_A,North Plant,USA,SKU_123,890,1000,0.89,4.54,2.4,0.03
2024-05-02,PLANT_B,South Plant,Mexico,SKU_456,1430,1500,0.95,0.24,2.08,0.04
2024-05-03,PLANT_A,North Plant,USA,SKU_123,815,1000,0.81,4.61,2.29,0.05
2024-05-03,PLANT_B,South Plant,Mexico,SKU_456,1006,1500,0.67,0.21,2.34,0.07
2024-05-04,PLANT_A,North Plant,USA,SKU_123,1109,1000,1.11,5.48,2.21,0.07
2024-05-04,PLANT_B,South Plant,Mexico,SKU_456,1171,1500,0.78,5.61,2.98,0.08
2024-05-05,PLANT_A,North Plant,USA,SKU_123,1067,1000,1.07,1.65,2.1,0.06
2024-05-05,PLANT_B,South Plant,Mexico,SKU_456,1479,1500,0.99,5.58,1.83,0.07
2024-05-06,PLANT_A,North Plant,USA,SKU_123,980,1000,0.98,1.7,2.04,0.08
2024-05-06,PLANT_B,South Plant,Mexico,SKU_456,1425,1500,0.95,4.31,3.45,0.04
2024-05-07,PLANT_A,North Plant,USA,SKU_123,1226,1000,1.23,1.08,3.39,0.03
2024-05-07,PLANT_B,South Plant,Mexico,SKU_456,1477,1500,0.98,4.54,2.23,0.05
2024-05-08,PLANT_A,North Plant,USA,SKU_123,899,1000,0.9,0.35,2.03,0.04
2024-05-08,PLANT_B,South Plant,Mexico,SKU_456,1364,1500,0.91,2.13,2.24,0.01
2024-05-09,PLANT_A,North Plant,USA,SKU_123,1202,1000,1.2,2.52,2.87,0.04
2024-05-09,PLANT_B,South Plant,Mexico,SKU_456,1620,1500,1.08,0.04,2.85,0.06
2024-05-10,PLANT_A,North Plant,USA,SKU_123,718,1000,0.72,2.52,2.45,0.07
2024-05-10,PLANT_B,South Plant,Mexico,SKU_456,1494,1500,1.0,3.49,3.08,0.07
2024-05-11,PLANT_A,North Plant,USA,SKU_123,717,1000,0.72,5.8,2.86,0.02
2024-05-11,PLANT_B,South Plant,Mexico,SKU_456,1588,1500,1.06,2.88,1.54,0.05
2024-05-12,PLANT_A,North Plant,USA,SKU_123,970,1000,0.97,4.96,2.57,0.01
2024-05-12,PLANT_B,South Plant,Mexico,SKU_456,1688,1500,1.13,3.08,2.01,0.04
2024-05-13,PLANT_A,North Plant,USA,SKU_123,985,1000,0.98,0.77,2.03,0.06
2024-05-13,PLANT_B,South Plant,Mexico,SKU_456,1427,1500,0.95,1.36,1.75,0.03
2024-05-14,PLANT_A,North Plant,USA,SKU_123,940,1000,0.94,5.35,2.37,0.06
2024-05-14,PLANT_B,South Plant,Mexico,SKU_456,1642,1500,1.09,0.3,1.6,0.06
2024-05-15,PLANT_A,North Plant,USA,SKU_123,838,1000,0.84,3.64,2.3,0.01
2024-05-15,PLANT_B,South Plant,Mexico,SKU_456,1367,1500,0.91,0.06,3.0,0.07
2024-05-16,PLANT_A,North Plant,USA,SKU_123,795,1000,0.8,2.34,3.26,0.07
2024-05-16,PLANT_B,South Plant,Mexico,SKU_456,1816,1500,1.21,3.69,3.35,0.08
2024-05-17,PLANT_A,North Plant,USA,SKU_123,790,1000,0.79,5.75,1.7,0.05
2024-05-17,PLANT_B,South Plant,Mexico,SKU_456,1230,1500,0.82,1.67,2.25,0.08
2024-05-18,PLANT_A,North Plant,USA,SKU_123,604,1000,0.6,0.93,2.32,0.05
2024-05-18,PLANT_B,South Plant,Mexico,SKU_456,1292,1500,0.86,1.9,1.58,0.03
2024-05-19,PLANT_A,North Plant,USA,SKU_123,1080,1000,1.08,3.43,3.31,0.01
2024-05-19,PLANT_B,South Plant,Mexico,SKU_456,1701,1500,1.13,5.69,1.59,0.02
2024-05-20,PLANT_A,North Plant,USA,SKU_123,1061,1000,1.06,1.55,2.34,0.06
2024-05-20,PLANT_B,South Plant,Mexico,SKU_456,1502,1500,1.0,5.97,2.0,0.05
2024-05-21,PLANT_A,North Plant,USA,SKU_123,858,1000,0.86,5.86,3.19,0.04
2024-05-21,PLANT_B,South Plant,Mexico,SKU_456,1459,1500,0.97,1.36,2.54,0.06
2024-05-22,PLANT_A,North Plant,USA,SKU_123,1154,1000,1.15,1.02,2.21,0.03
2024-05-22,PLANT_B,South Plant,Mexico,SKU_456,1426,1500,0.95,4.69,2.42,0.07
2024-05-23,PLANT_A,North Plant,USA,SKU_123,1128,1000,1.13,1.43,1.87,0.05
2024-05-23,PLANT_B,South Plant,Mexico,SKU_456,1209,1500,0.81,0.05,2.76,0.05
2024-05-24,PLANT_A,North Plant,USA,SKU_123,1008,1000,1.01,5.18,1.69,0.05
2024-05-24,PLANT_B,South Plant,Mexico,SKU_456,1706,1500,1.14,3.5,2.91,0.04
2024-05-25,PLANT_A,North Plant,USA,SKU_123,428,1000,0.43,5.2,1.91,0.08
2024-05-25,PLANT_B,South Plant,Mexico,SKU_456,1541,1500,1.03,1.49,2.13,0.07
2024-05-26,PLANT_A,North Plant,USA,SKU_123,873,1000,0.87,3.16,2.84,0.03
2024-05-26,PLANT_B,South Plant,Mexico,SKU_456,1428,1500,0.95,0.31,1.5,0.04
2024-05-27,PLANT_A,North Plant,USA,SKU_123,988,1000,0.99,1.92,1.8,0.03
2024-05-27,PLANT_B,South Plant,Mexico,SKU_456,1410,1500,0.94,2.47,2.33,0.05
2024-05-28,PLANT_A,North Plant,USA,SKU_123,1193,1000,1.19,4.3,2.68,0.02
2024-05-28,PLANT_B,South Plant,Mexico,SKU_456,1366,1500,0.91,0.38,2.65,0.06
2024-05-29,PLANT_A,North Plant,USA,SKU_123,833,1000,0.83,1.31,1.68,0.08
2024-05-29,PLANT_B,South Plant,Mexico,SKU_456,1194,1500,0.8,1.19,2.13,0.05
2024-05-30,PLANT_A,North Plant,USA,SKU_123,954,1000,0.95,1.43,1.85,0.04
2024-05-30,PLANT_B,South Plant,Mexico,SKU_456,1418,1500,0.95,1.3,2.17,0.04
2024-05-31,PLANT_A,North Plant,USA,SKU_123,963,1000,0.96,3.04,3.03,0.07
2024-05-31,PLANT_B,South Plant,Mexico,SKU_456,1542,1500,1.03,2.16,2.84,0.03
2024-06-01,PLANT_A,North Plant,USA,SKU_123,493,1000,0.49,4.16,3.01,0.03
2024-06-01,PLANT_B,South Plant,Mexico,SKU_456,1540,1500,1.03,1.76,2.34,0.06
2024-06-02,PLANT_A,North Plant,USA,SKU_123,1130,1000,1.13,5.49,1.73,0.06
2024-06-02,PLANT_B,South Plant,Mexico,SKU_456,1692,1500,1.13,1.65,2.4,0.03
2024-06-03,PLANT_A,North Plant,USA,SKU_123,1020,1000,1.02,3.79,2.49,0.01
2024-06-03,PLANT_B,South Plant,Mexico,SKU_456,1389,1500,0.93,2.95,2.05,0.02
2024-06-04,PLANT_A,North Plant,USA,SKU_123,861,1000,0.86,2.78,1.68,0.07
2024-06-04,PLANT_B,South Plant,Mexico,SKU_456,1548,1500,1.03,4.25,1.62,0.06
2024-06-05,PLANT_A,North Plant,USA,SKU_123,1050,1000,1.05,3.86,3.15,0.05
2024-06-05,PLANT_B,South Plant,Mexico,SKU_456,1534,1500,1.02,2.75,2.51,0.01
2024-06-06,PLANT_A,North Plant,USA,SKU_123,985,1000,0.98,1.76,2.55,0.02
2024-06-06,PLANT_B,South Plant,Mexico,SKU_456,1403,1500,0.94,4.77,1.74,0.02
2024-06-07,PLANT_A,North Plant,USA,SKU_123,859,1000,0.86,2.8,1.62,0.06
2024-06-07,PLANT_B,South Plant,Mexico,SKU_456,1776,1500,1.18,4.97,2.71,0.02
2024-06-08,PLANT_A,North Plant,USA,SKU_123,801,1000,0.8,2.31,3.38,0.05
2024-06-08,PLANT_B,South Plant,Mexico,SKU_456,1575,1500,1.05,4.26,1.64,0.06
2024-06-09,PLANT_A,North Plant,USA,SKU_123,682,1000,0.68,5.99,1.95,0.03
2024-06-09,PLANT_B,South Plant,Mexico,SKU_456,1796,1500,1.2,0.15,2.86,0.06
2024-06-10,PLANT_A,North Plant,USA,SKU_123,1259,1000,1.26,0.77,2.77,0.08
2024-06-10,PLANT_B,South Plant,Mexico,SKU_456,1808,1500,1.21,2.63,1.48,0.04
2024-06-11,PLANT_A,North Plant,USA,SKU_123,1055,1000,1.05,0.33,2.3,0.04
2024-06-11,PLANT_B,South Plant,Mexico,SKU_456,1871,1500,1.25,3.85,2.05,0.05
2024-06-12,PLANT_A,North Plant,USA,SKU_123,691,1000,0.69,2.87,2.15,0.06
2024-06-12,PLANT_B,South Plant,Mexico,SKU_456,1527,1500,1.02,4.29,1.96,0.03
2024-06-13,PLANT_A,North Plant,USA,SKU_123,811,1000,0.81,3.59,3.23,0.07
2024-06-13,PLANT_B,South Plant,Mexico,SKU_456,1513,1500,1.01,2.76,1.56,0.06
2024-06-14,PLANT_A,North Plant,USA,SKU_123,1044,1000,1.04,5.03,3.24,0.03
2024-06-14,PLANT_B,South Plant,Mexico,SKU_456,1318,1500,0.88,1.15,1.61,0.07
2024-06-15,PLANT_A,North Plant,USA,SKU_123,1074,1000,1.07,2.05,2.55,0.02
2024-06-15,PLANT_B,South Plant,Mexico,SKU_456,1641,1500,1.09,3.49,1.79,0.02
2024-06-16,PLANT_A,North Plant,USA,SKU_123,864,1000,0.86,5.04,1.44,0.01
2024-06-16,PLANT_B,South Plant,Mexico,SKU_456,1424,1500,0.95,4.92,2.09,0.03
2024-06-17,PLANT_A,North Plant,USA,SKU_123,1089,1000,1.09,3.48,2.96,0.06
2024-06-17,PLANT_B,South Plant,Mexico,SKU_456,1442,1500,0.96,2.11,1.66,0.02
2024-06-18,PLANT_A,North Plant,USA,SKU_123,862,1000,0.86,0.63,3.11,0.05
2024-06-18,PLANT_B,South Plant,Mexico,SKU_456,1555,1500,1.04,4.69,2.88,0.07
2024-06-19,PLANT_A,North Plant,USA,SKU_123,776,1000,0.78,1.72,2.74,0.03
2024-06-19,PLANT_B,South Plant,Mexico,SKU_456,1703,1500,1.14,0.2,2.62,0.02
2024-06-20,PLANT_A,North Plant,USA,SKU_123,935,1000,0.94,2.97,3.32,0.02
2024-06-20,PLANT_B,South Plant,Mexico,SKU_456,1196,1500,0.8,4.55,2.45,0.07
2024-06-21,PLANT_A,North Plant,USA,SKU_123,701,1000,0.7,0.94,2.84,0.05
2024-06-21,PLANT_B,South Plant,Mexico,SKU_456,1581,1500,1.05,1.86,2.34,0.04
2024-06-22,PLANT_A,North Plant,USA,SKU_123,976,1000,0.98,2.13,2.59,0.03
2024-06-22,PLANT_B,South Plant,Mexico,SKU_456,1524,1500,1.02,1.59,3.28,0.02
2024-06-23,PLANT_A,North Plant,USA,SKU_123,994,1000,0.99,5.67,2.82,0.03
2024-06-23,PLANT_B,South Plant,Mexico,SKU_456,1333,1500,0.89,1.82,1.6,0.02
2024-06-24,PLANT_A,North Plant,USA,SKU_123,1013,1000,1.01,0.85,1.67,0.06
2024-06-24,PLANT_B,South Plant,Mexico,SKU_456,1232,1500,0.82,0.59,1.75,0.07
2024-06-25,PLANT_A,North Plant,USA,SKU_123,1261,1000,1.26,3.22,2.82,0.06
2024-06-25,PLANT_B,South Plant,Mexico,SKU_456,1348,1500,0.9,1.6,1.48,0.04
2024-06-26,PLANT_A,North Plant,USA,SKU_123,1246,1000,1.25,5.95,1.74,0.06
2024-06-26,PLANT_B,South Plant,Mexico,SKU_456,1530,1500,1.02,5.88,3.47,0.06
2024-06-27,PLANT_A,North Plant,USA,SKU_123,828,1000,0.83,4.68,3.31,0.04
2024-06-27,PLANT_B,South Plant,Mexico,SKU_456,1516,1500,1.01,2.58,2.32,0.03
2024-06-28,PLANT_A,North Plant,USA,SKU_123,1015,1000,1.01,4.42,1.93,0.01
2024-06-28,PLANT_B,South Plant,Mexico,SKU_456,1261,1500,0.84,5.47,2.73,0.06
2024-06-29,PLANT_A,North Plant,USA,SKU_123,1023,1000,1.02,0.88,3.13,0.03
2024-06-29,PLANT_B,South Plant,Mexico,SKU_456,1328,1500,0.89,2.43,2.65,0.02
2024-06-30,PLANT_A,North Plant,USA,SKU_123,670,1000,0.67,4.92,3.5,0.02
2024-06-30,PLANT_B,South Plant,Mexico,SKU_456,1327,1500,0.88,3.98,3.43,0.07
2024-07-01,PLANT_A,North Plant,USA,SKU_123,952,1000,0.95,5.86,3.43,0.02
2024-07-01,PLANT_B,South Plant,Mexico,SKU_456,1313,1500,0.88,0.6,1.97,0.07
